Model Xe,Năm Sản Xuất,Gía Tiền,Xuất Xứ,Tình Trạng,Dòng Xe,Số KM Đã Đi,Màu Ngoại Thất,Màu Nội Thất,Số Chỗ Ngồi,Động Cơ,Hệ Thống Nạp Nhiên Liệu,Hộp Số,Dẫn Động,Thành Phố MPG,Cao Tốc MPG,Chiều Dài Cơ Sở,Chiều Dài Xe,Chiều Rộng Xe,Chiều Cao Xe,Độ Nặng,Kích Thước Động Cơ,Tỷ Số Đường Kính Xy Lanh & Pít Tông,Stroke,Mã Lực,Số Vòng Quay Cực Đại,Địa Chỉ
Chevrolet Silverado 1500 LT Trail Boss,2021,224250000,Xe nước ngoài,1,Truck,25706,Màu xanh lá,Unknown,2,Xăng 3.6L,Unknown,Số tự động,RFD - Dẫn động cầu sau,23,32,101.1,103,77.9,54.4,2286,117,3.05,3.28,158,4241,8941 E US HIGHWAY 36
Scion xB 10 Series,2013,207000000,Xe nước ngoài,1,Wagon,252802,John cooper works rebel green,Gỗ mun,5,Xăng 3.6L,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,23,31,103.9,101.9,83.6,47.9,2327,183,3.04,3.04,64,5530,7331 Rivers Ave N
Volkswagen Jetta TDI,2012,833198000,Xe nước ngoài,1,Wagon,230200,Denim màu xanh kim loại,Unknown,5,Hybrid3.6L,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,22,30,111.2,109.4,89.4,49.9,2784,194,3.69,3.29,146,5073,1310 W 3RD AVE
Volvo V60 T6 R-Design,2020,827954000,Xe nước ngoài,1,Wagon,84643,Onyx đen kim loại,Đen,5,Xăng 3.6L,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,22,30,106.6,116.5,96.9,48.3,2528,130,3.65,3.25,175,5152,4575 WEAVER PKWY
MINI Cooper Clubman S w/ Driver Assistance Package,2023,825700000,Xe nước ngoài,1,Wagon,5571,Pha lê trắng kim loại,Unknown,5,Xăng 3.6L,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,22,30,99.5,98.7,91,56.3,2241,131,3.36,3.25,159,6354,8805 Wayzata Boulevard
MINI Cooper Clubman John Cooper Works,2020,804770000,Xe nước ngoài,1,Wagon,23986,Sỏi màu xám kim loại,Gỗ mun,5,Hybrid3.6L,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,24,34,97.6,105.3,84.5,56.3,2998,147,3.76,3.2,107,5905,301 North Hamilton Road
Volvo V60 T5 Momentum,2020,783380000,Xe nước ngoài,1,Wagon,28459,Màu xám ma kim loại,Unknown,5,Xăng 3.6L,Unknown,Số tay,RFD - Dẫn động cầu sau,26,34,106.7,120.5,98.7,52.3,2856,154,3.22,3.16,150,4274,5395 Notthingham Drive
Volvo V60 T5 Cross Country,2020,1127000000,Xe nước ngoài,1,Wagon,59896,Đua xe anh màu xanh lá cây iv kim loại,Unknown,5,Xăng Lanh,Unknown,Số tự động,RFD - Dẫn động cầu sau,21,30,97.1,113.9,88,49.2,2450,138,3.76,3.12,150,4439,17317 Westfield Park Road
Volvo V90 B6 Cross Country,2022,758770000,Xe nước ngoài,-1,Wagon,29763,Moonwalk màu xám kim loại,Unknown,5,Xăng 3.5L,Unknown,Số tự động,RFD - Dẫn động cầu sau,21,29,98.3,114.8,94,47.2,2298,194,3.57,3.32,87,5716,800 Kietzke Lane
Volvo V60 T5 Cross Country,2020,735632000,Xe nước ngoài,1,Wagon,93192,Khảm kim loại đen,Unknown,5,Xăng Lanh,Unknown,Số tự động,RFD - Dẫn động cầu sau,22,30,101.5,110.8,109.1,50.4,2656,173,3.51,3.08,107,4877,16675 INTERSTATE 45 S
Chevrolet Bolt LT,2023,689977000,Xe nước ngoài,-1,Wagon,5152,Ánh kim loại bạc,Máy bay phản lực đen,5,Xăng 3.5L,Unknown,Số tự động,RFD - Dẫn động cầu sau,19,26,97.8,98,76.7,50.1,2733,113,3.57,3.15,100,6568,2001 W JEFFERSON ST
MINI Cooper Clubman S w/ Premium Package,2022,677833000,Xe nước ngoài,-1,Wagon,32467,Ánh kim đen nửa đêm,Unknown,5,Xăng Lanh,Unknown,Số tự động,RFD - Dẫn động cầu sau,24,38,111.9,104.8,80.7,49.6,3021,143,3.66,3.2,145,6540,228 South College Road
MINI Cooper Clubman S w/ Storage Package,2022,666885000,Xe nước ngoài,1,Wagon,61952,Kim loại màu xám bạch kim,Unknown,5,Xăng 2.0L,Unknown,Số tự động,RFD - Dẫn động cầu sau,55,53,119.9,98.1,104.4,57,2278,125,3.17,3.21,110,6097,4747 LYNDON B JOHNSON FWY
Chevrolet Bolt LT,2020,659962000,Xe nước ngoài,-1,Wagon,2064,Osmium màu xám kim loại,Gốm sứ,5,Xăng Lanh,Unknown,Số tự động,RFD - Dẫn động cầu sau,33,40,101.9,103.5,78.4,54.6,3018,157,3.76,3.1,173,4753,1545 N GREENWICH RD
Chevrolet Bolt LT w/ Infotainment Package,2023,643954000,Xe nước ngoài,-1,Wagon,5184,Ánh kim màu xanh sáng,Unknown,5,Xăng 2.0L,Unknown,Số tự động,RFD - Dẫn động cầu sau,27,36,108.3,119.2,95.4,56.4,2757,109,3.18,3.12,116,4260,10006 E Sprague Avenue
MINI Cooper Clubman John Cooper Works,2018,612283000,Xe nước ngoài,1,Wagon,81624,Màu trắng tinh khiết,Unknown,5,"Xăng 3,5L",Unknown,Số tự động,RFD - Dẫn động cầu sau,51,48,104.7,101.4,96.4,48.7,2484,155,3.24,3.37,123,5999,218 LINCOLN HWY
Volkswagen Golf Alltrack SE,2019,609385000,Xe nước ngoài,1,Wagon,65555,Hội nghị thượng đỉnh trắng,Unknown,5,Xăng 3.6L,Unknown,Số tự động,RFD - Dẫn động cầu sau,36,43,107.2,110.1,106.5,53.8,2253,201,3.47,3.39,103,5552,59 Bisson Ave
Volvo V60 T5 Cross Country,2018,598000000,Xe nước ngoài,1,Wagon,75221,Florett bạc kim loại,Đen,5,Xăng 3.6L,Unknown,Số tự động,RFD - Dẫn động cầu sau,28,33,113.9,116.6,104.5,54.9,2566,196,3.26,3.37,69,5579,6420 South 108th Street
Chevrolet Bolt LT w/ Infotainment Package,2022,597770000,Xe nước ngoài,1,Wagon,50056,Bạc trắng,Unknown,5,Xăng 3.6L,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,25,33,116.8,120.2,92.5,54.6,3028,109,3.22,3.18,139,6188,8801 E KELLOGG DR
Volkswagen Golf Alltrack SE,2017,597563000,Xe nước ngoài,1,Wagon,73880,Đá phiến xám kim loại,Unknown,5,Xăng Lanh,Unknown,Số tự động,RFD - Dẫn động cầu sau,23,30,109.7,118.9,105.8,52.6,2699,133,3.05,3.02,80,5384,1624 Montgomery Hwy
Chevrolet Bolt LT,2021,596804000,Xe nước ngoài,1,Wagon,21434,Trắng,Unknown,5,Xăng 3.5L,Unknown,Số tự động,RFD - Dẫn động cầu sau,26,34,95.8,119.2,79.2,53.7,2662,174,3.27,3.14,116,4981,310 N Gibson
Audi A4 2.0T allroad Premium,2018,588432000,Xe nước ngoài,1,Wagon,150214,Ngọc trai đen đậm,Unknown,5,Xăng Lanh,Unknown,Số tay,RFD - Dẫn động cầu sau,28,38,99.9,116.7,98.5,55.2,2987,186,3.25,3.34,146,5475,100 Myers Drive
MINI Cooper Clubman S w/ Storage Package,2020,574977000,Xe nước ngoài,1,Wagon,40078,Quicksilver kim loại,Than chì,5,Xăng 3.5L,Unknown,Số tay,RFD - Dẫn động cầu sau,24,30,95.6,119.9,77.1,56.9,2724,145,3.13,3.11,80,4662,100 Myers Drive
Chevrolet Bolt LT,2020,574885000,Xe nước ngoài,1,Wagon,16570,Băng trắng,Unknown,5,Xăng ,Unknown,Số tự động,RFD - Dẫn động cầu sau,29,39,106.6,109.6,87.6,56.4,2583,189,3.01,3.09,150,5407,315 E Lancaster Ave
Chevrolet Bolt Premier w/ Infotainment Package,2021,573850000,Xe nước ngoài,1,Wagon,37667,Đen,Unknown,5,HybridLai:,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,24,32,98.2,120.7,79.6,48.2,2271,165,3.66,3.09,95,5703,9131 Fields Ertel Rd
Volkswagen Golf Alltrack SE,2019,560740000,Xe nước ngoài,1,Wagon,108104,Màu đen rực rỡ,Unknown,5,Diesel ,Unknown,Số tự động,RFD - Dẫn động cầu sau,27,36,116.8,108.7,77.5,50,2169,191,3.08,3.27,123,6181,2668 Laurens Road
Buick Regal Preferred w/ Driver Confidence Package I,2019,551885000,Xe nước ngoài,1,Wagon,67562,Ngọc trai bão tuyết,Unknown,5,HybridLai:,Unknown,Số tự động,RFD - Dẫn động cầu sau,24,30,112.6,112.6,109.1,49.8,2714,189,3.12,3.05,66,6336,8601 Westwood Center Drive
Volvo V60 T5 Cross Country,2018,1713500000,Xe nước ngoài,1,Wagon,117920,Milano đỏ,Đen,5,Nhiên liệu linh hoạt Lanh,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,22,29,90.9,111.5,96.7,53.1,3052,145,3.59,3.06,166,6334,8791 E US HIGHWAY 36
Porsche Panamera 4,2020,529000000,Xe nước ngoài,-1,Hatchback,43506,Sonic bạc kim loại,Unknown,4,Diesel 6.4L,Unknown,Số tự động,RFD - Dẫn động cầu sau,27,35,102.3,113.6,93.9,51,2294,165,3.49,3.4,92,6052,390 TURNPIKE ST
Audi A7 TDI Prestige w/ Prestige Package,2014,586270000,Xe nước ngoài,1,Hatchback,191298,Kim loại bạc cổ điển,Unknown,4,Xăng 3.6L,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,33,38,103.1,119.1,105.1,48.1,3128,199,3.11,3.09,150,4983,2925 US 1 South
Toyota Prius Prime XLE,2020,368483000,Xe nước ngoài,1,Hatchback,115912,Kim cương trắng,Unknown,5,Xăng Lanh,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,37,43,91.6,114.3,89.6,51.7,2872,134,3.34,3.03,88,5372,5671 WHISKEY HILL RD
Honda Fit EX,2016,367885000,Xe nước ngoài,1,Hatchback,67093,Ngọc bạch tuyết,Đen,4,Nhiên liệu linh hoạt 2.3L,Unknown,Số tự động,RFD - Dẫn động cầu sau,24,30,91.9,102.7,109.5,51.9,2868,126,3.1,3.33,128,6286,2380 South Highway 89
MAZDA MAZDA3 Touring,2018,352981000,Xe nước ngoài,1,Hatchback,160259,Latte nâu,Unknown,4,Hybrid5.0L,Unknown,Số tự động,RFD - Dẫn động cầu sau,30,36,95.9,102.7,83.3,48.2,3087,180,3.62,3.36,132,5989,488 US HIGHWAY 1
Toyota Prius Two,2013,350750000,Xe nước ngoài,1,Hatchback,112470,Hội nghị thượng đỉnh trắng,Unknown,4,Nhiên liệu linh hoạt Lanh,Unknown,Số tự động,FWD - Dẫn động cầu trước,29,35,104.4,100.1,103.4,56,2906,158,3.15,3.03,89,4797,444 NW 165TH STREET RD
Mitsubishi Mirage ES,2021,348956000,Xe nước ngoài,1,Hatchback,43962,Hội nghị thượng đỉnh trắng,Unknown,5,Hybrid2.3L,Unknown,Số tự động,FWD - Dẫn động cầu trước,28,33,119.9,114.6,83.3,47.5,3092,147,3.49,3.39,99,6050,5355 S University Drive
Kia Soul S,2021,345000000,Xe nước ngoài,1,Hatchback,99368,Bóng đen,Unknown,5,Diesel Lanh,Unknown,Số tự động,FWD - Dẫn động cầu trước,21,31,103.7,113.5,80.3,48.9,2819,209,3.77,3.32,122,6518,8310 VETERANS HWY
Volkswagen GTI S w/ Lighting Package (SEL),2015,344977000,Xe nước ngoài,1,Hatchback,90413,Titan flash mica,Màu be canberra,4,Nhiên liệu linh hoạt 3.0L,Unknown,Số tự động,FWD - Dẫn động cầu trước,21,29,95.3,99.5,96,53.6,2465,136,3.69,3.2,129,5704,2810 BISHOP RD
Kia Soul +,2014,344885000,Xe nước ngoài,1,Hatchback,50237,Bản giao hưởng không khí bạc,Unknown,4,HybridLanh,Unknown,Số tự động,FWD - Dẫn động cầu trước,20,27,99.7,106.2,108.1,47.8,2960,147,3.71,3.12,170,4852,5395 S UNIVERSITY DR
Chevrolet Sonic LT,2019,328785000,Xe nước ngoài,-1,Hatchback,90883,Đá granite đen kim loại,Unknown,5,Nhiên liệu linh hoạt 2.3L,Unknown,Số tự động,FWD - Dẫn động cầu trước,13,19,110,103.8,90.8,47.1,2202,186,3.04,3.2,77,5249,1100 East Golf road
Chevrolet Cruze LS,2019,321931000,Xe nước ngoài,1,Hatchback,81059,Bạc sáng,Unknown,5,Nhiên liệu linh hoạt 3.6L,Unknown,Số tự động,FWD - Dẫn động cầu trước,15,20,90.6,103.6,91.6,53.1,2912,175,3.68,3.35,139,5938,525 CROSSROADS BLVD
Kia Soul,2016,321747000,Xe nước ngoài,1,Hatchback,38475,Bạc kim loại lỏng,Caramel tráng men,4,Xăng Lanh,Unknown,Số tự động,RFD - Dẫn động cầu sau,17,22,94.8,97,105,52.1,3080,118,3.34,3.22,119,5667,1210 Northlake Blvd
MAZDA MAZDA3 i Grand Touring,2015,310500000,Xe nước ngoài,1,Hatchback,206522,Màu đen bóng với mái đỏ địa ngục,Unknown,5,Xăng 3.7L,Unknown,Số tự động,FWD - Dẫn động cầu trước,19,21,98.5,105.2,92.4,47.7,2792,146,3.47,3.19,77,5193,8310 VETERANS HWY
Hyundai Elantra GT,2017,298977000,Xe nước ngoài,1,Hatchback,125096,Kim loại màu xám đậm,Unknown,4,Xăng 6.2L,Unknown,Số tự động,RFD - Dẫn động cầu sau,16,21,111.4,111.6,103.8,49.1,2858,188,3.02,3.02,134,5446,125 West Grand Avenue
Chevrolet Sonic LTZ w/ Advanced Safety Package,2015,297206000,Xe nước ngoài,1,Hatchback,76083,Áo khoác trong màu xanh kẹo kim loại,Đen,5,Xăng Lanh,Unknown,Số tự động,FWD - Dẫn động cầu trước,19,26,103.3,120,75.5,50.5,2592,195,3.73,3.4,167,4659,6627 CARLISLE PIKE
Kia Soul,2015,289961000,Xe nước ngoài,1,Hatchback,78690,Ngọc trai trắng,Unknown,5,Xăng 2.3L,Unknown,Số tự động,FWD - Dẫn động cầu trước,19,23,97.9,112.4,83.3,55.4,2510,152,3.45,3.15,106,5693,1100 East Golf road
MAZDA MAZDA3 s Grand Touring,2010,282233000,Xe nước ngoài,1,Hatchback,90072,Vải jean,Unknown,4,Xăng 5.0L,Unknown,Số tự động,RFD - Dẫn động cầu sau,43,48,101.8,119.9,107.2,54.8,3046,191,3.77,3.36,90,5562,11299 STATE ROUTE 30
Kia Soul EV +,2016,278737000,Xe nước ngoài,1,Hatchback,79211,Bạc,Đen,5,Xăng Lanh,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,14,20,107.1,107.3,89.7,47.6,3033,199,3.19,3.25,92,5332,500 Broad St
Subaru Impreza 2.0i Premium w/ All-Weather Package w/CVT,2014,259831000,Xe nước ngoài,1,Hatchback,155840,Ngọc trai đen pha lê,Unknown,4,Xăng 2.0L,Unknown,Số tự động,RFD - Dẫn động cầu sau,16,20,105,106.7,81.1,48.1,2739,201,3.06,3.26,148,4339,5395 S UNIVERSITY DR
Ford Focus SE w/ SE Cold Weather Package,2016,163438000,Xe nước ngoài,1,Hatchback,109090,Màu xám trọng lực,Unknown,4,Xăng Lanh,Unknown,Số tự động,FWD - Dẫn động cầu trước,37,34,105.6,103.7,101.5,49.1,2503,176,3.38,3.21,175,5286,2810 BISHOP RD
Mitsubishi Mirage ES,2018,160885000,Xe nước ngoài,1,Hatchback,178426,Màu đen tuyền w/bmw i frozen blue accent,Muội than,5,Xăng 2.0L,Unknown,Số tự động,FWD - Dẫn động cầu trước,20,26,118.7,112.1,95.8,50.4,2142,147,3.76,3.03,133,4661,5900 Illinois Road
Kia Soul + w/ Audio Pkg,2011,152283000,Xe nước ngoài,1,Hatchback,210848,Ngọc trai gốm,Unknown,4,Xăng Lanh,Unknown,Số tự động,FWD - Dẫn động cầu trước,19,23,92.1,115,81,54.3,2793,130,3.23,3,169,5130,Delivery To
Nissan Versa SL w/ Convenience Pkg,2007,562534000,Xe nước ngoài,1,Hatchback,130275,Fuji trắng,Unknown,4,Xăng 2.3L,Unknown,Số tự động,RFD - Dẫn động cầu sau,16,22,104.9,99.1,89.6,48,3019,176,3.34,3.35,168,5682,Delivery To
Honda Civic Sport,2021,528862000,Xe nước ngoài,1,Hatchback,40472,Đá mặt trăng trắng,Unknown,4,Xăng Lanh,Unknown,Số tự động,RFD - Dẫn động cầu sau,19,24,101.5,110.9,79.9,51.5,2695,134,3.69,3.29,105,5651,Delivery To
Kia Soul EX,2022,513084000,Xe nước ngoài,1,Hatchback,33598,Kim loại tro đen,Unknown,4,Xăng 3.5L,Unknown,Số tự động,RFD - Dẫn động cầu sau,20,24,100.7,103.1,93.6,56.5,3033,118,3.1,3,132,6369,4325 North Grape Road
BMW i3 s,2018,873977000,Xe nước ngoài,1,Hatchback,65026,Màu xanh kim loại tasman,Đen,4,Xăng 3.0L,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,21,27,102.8,97.8,76.5,47.1,2629,193,3.2,3.15,137,5122,38200 Grand River Avenue
Lincoln Corsair Reserve w/ Equipment Group 202A,2020,1147470000,Xe nước ngoài,1,Suv-crossover,22323,Áo khoác trong suốt có màu kim loại màu đỏ ớt cay,Unknown,7,Xăng Lanh,Unknown,Số tự động,FWD - Dẫn động cầu trước,18,23,101.6,96.1,82.2,52.2,2827,146,3.65,3.19,99,4462,9570 Southwest Freeway
Land Rover Range Rover Evoque R-Dynamic S,2023,1494977000,Xe nước ngoài,1,Suv-crossover,24624,Màu đen vô hạn,Trắng,5,Xăng 1.0L,Unknown,Số tự động,FWD - Dẫn động cầu trước,15,19,116.4,107.1,108.8,49.8,2657,114,3.11,3.32,172,6313,3383 Satellite Boulevard
INFINITI QX80 Sensory w/ Cargo Package,2022,1471770000,Xe nước ngoài,1,Suv-crossover,29896,Kim loại từ tính,Unknown,6,Xăng 2.4L,Unknown,Số tự động,RFD - Dẫn động cầu sau,14,18,96.3,117.2,78.9,55,3052,133,3.46,3.19,122,5508,1505 Mansell Road
Chevrolet Tahoe RST w/ Luxury Package,2022,1448724000,Xe nước ngoài,1,Suv-crossover,27470,Bạc kim loại mojave,Unknown,7,Xăng 2.2L,Unknown,Số tự động,RFD - Dẫn động cầu sau,19,26,99.3,119.3,96.8,54.8,2233,173,3.24,3.3,150,4671,11655 North Fwy
Land Rover Defender 110 HSE,2020,1425954000,Xe nước ngoài,-1,Suv-crossover,51856,Áo khoác ngọc trai pha lê đen kim cương,Unknown,5,Xăng 6.2L,Unknown,Số tay,RFD - Dẫn động cầu sau,17,22,91.8,113.9,104.6,50.8,2718,193,3.61,3.25,71,4738,5675 PEACHTREE INDUSTRIAL BLV
Ford Bronco Outer Banks,2023,1400700000,Xe nước ngoài,1,Suv-crossover,6525,Đá mặt trăng trắng,Unknown,5,Xăng Lanh,Unknown,Số tay,RFD - Dẫn động cầu sau,19,25,119,114.9,75.4,49.3,2283,173,3.26,3.31,116,5822,4725 VINELAND RD
Lincoln Navigator Reserve w/ Equipment Group 208A Reserve,2020,678247000,Xe nước ngoài,1,Suv-crossover,60094,Màu đen vô hạn,Đen,5,Nhiên liệu linh hoạt 3.0L,Unknown,Số tự động,RFD - Dẫn động cầu sau,16,17,116.6,101.4,88.2,52.6,2322,141,3.11,3.17,164,5250,5115 NEW CENTRE DR
Ford Edge ST w/ Equipment Group 401A,2019,1379885000,Xe nước ngoài,1,Suv-crossover,71899,Ngọc trai trắng nổi tiếng,Unknown,5,Xăng 6.2L,Unknown,Số tự động,RFD - Dẫn động cầu sau,16,26,105.6,112.1,96.2,53.1,2874,120,3.68,3.22,161,5388,2747 N MILITARY HWY
Mercedes-Benz GLS 450 4MATIC,2020,1379885000,Xe nước ngoài,-1,Suv-crossover,46773,Fuji trắng,Than chì,6,Diesel Lanh,Unknown,Số tay,RFD - Dẫn động cầu sau,16,26,146,115.1,89.8,52,2563,178,3.01,3.23,84,4843,14705 GULF FWY
Jeep Grand Cherokee 4WD 4xe,2023,1379793000,Xe nước ngoài,1,Suv-crossover,2576,Ánh trăng xanh kim loại,Unknown,7,Xăng 3.0L,Unknown,Số tự động,RFD - Dẫn động cầu sau,18,25,146,106.5,86.8,47.1,2173,150,3.45,3.27,105,6397,937 S SUNCOAST BLVD
INFINITI QX80 Sensory w/ Cargo Package,2021,1379793000,Xe nước ngoài,-1,Suv-crossover,13550,Trắng,Amg lụa màu be,5,Xăng 6.2L,Unknown,Số tự động,RFD - Dẫn động cầu sau,26,33,146,120.3,87.5,54.3,2985,156,3.33,3.35,173,6464,5885 Owens Drive
Lincoln Navigator Reserve,2021,1379701000,Xe nước ngoài,1,Suv-crossover,100782,Màu đen ánh kim của santorini,Unknown,7,Diesel Lanh,Unknown,Số tự động,RFD - Dẫn động cầu sau,14,18,146,110.1,83.3,53.3,2499,177,3.59,3.34,87,4503,220 Route 46 East
Lexus RX 350h FWD,2023,1356885000,Xe nước ngoài,1,Suv-crossover,8784,Màu xanh biển adriatic,Unknown,6,Xăng 6.4L,Unknown,Số tự động,RFD - Dẫn động cầu sau,15,18,143.7,116.6,77.1,48.9,2743,165,3.58,3.06,105,4914,5115 NEW CENTRE DR
Land Rover Range Rover Velar R-Dynamic S,2022,1345477000,Xe nước ngoài,1,Suv-crossover,21117,Cực trắng,Unknown,7,Xăng 5.0L,Unknown,Số tự động,RFD - Dẫn động cầu sau,15,18,142.5,110.2,105.5,51.2,2745,151,3.17,3.02,127,4875,1480 HIGHWAY 98 E
Mercedes-Benz GLS 450 4MATIC,2020,1328250000,Xe nước ngoài,-1,Suv-crossover,54634,Áo khoác đen,Unknown,6,Xăng 4.6L,Unknown,Số tự động,RFD - Dẫn động cầu sau,26,35,140.8,119.9,109.7,49.3,2371,134,3.06,3.29,69,5527,1505 Mansell Road
Lincoln Navigator Reserve w/ Luxury Package,2020,1310724000,Xe nước ngoài,1,Suv-crossover,60389,Hội nghị thượng đỉnh trắng,Unknown,7,Xăng Lanh,Unknown,Số tay,RFD - Dẫn động cầu sau,15,18,139.1,112.2,102.2,52.5,3110,120,3.56,3.21,171,4837,936 JASON BLVD
Land Rover Range Rover Sport HSE,2020,1309712000,Xe nước ngoài,-1,Suv-crossover,69408,Trắng,Unknown,6,Điện2.5L,Unknown,Số tự động,RFD - Dẫn động cầu sau,15,18,139,98.8,91.4,53.7,2431,201,3.43,3.15,114,4899,5955 Peachtree Industrial Blv
Genesis GV80 2.5T,2023,1305825000,Xe nước ngoài,1,Suv-crossover,14766,Sản xuất cardinal red metallic,Unknown,5,ĐiệnLanh,Unknown,Số tự động,RFD - Dẫn động cầu sau,14,19,138.6,104.3,87.3,54.5,2760,149,3.43,3.28,84,6175,2473 PLEASANT HILL RD
Mercedes-Benz GLC 300 4MATIC Coupe,2022,1287931000,Xe nước ngoài,1,Suv-crossover,23998,Mã não đen kim loại,Xám,5,Điện3.5L,Unknown,Số tự động,RFD - Dẫn động cầu sau,12,18,136.8,106.6,82,53.5,2287,140,3.34,3.17,167,4554,808 LOGAN BLVD
Jeep Wrangler Unlimited Sport w/ Cold Weather Group,2022,1287931000,Xe nước ngoài,1,Suv-crossover,6571,Kim loại cacbon lỏng,Unknown,5,Diesel Lanh,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,12,18,136.8,98.3,94.9,48.6,3084,154,3.33,3.11,148,5497,551 N NOVA RD
Chevrolet Tahoe LT w/ Rear Media and Nav Package,2021,1287770000,Xe nước ngoài,1,Suv-crossover,79810,Khu 51,Máy bay phản lực đen,5,Điện2.0L,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,15,22,136.8,100.8,84.2,50.1,2513,177,3.05,3.18,80,5706,3040 Piedmont Rd
Maserati Levante,2019,1285700000,Xe nước ngoài,1,Suv-crossover,68392,Đen,Unknown,6,Điện,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,40,47,136.6,214.9,96,82.2,3371,201,3.74,3.93,299,5874,1210 Northlake Blvd
Mercedes-Benz GLE 350 4MATIC,2022,1285700000,Xe nước ngoài,1,Suv-crossover,52272,Satin thép màu xám kim loại,Unknown,5,ĐiệnLai:,Unknown,Số tự động,AWD - 4 bánh toàn thời gian,15,22,136.6,195,96.8,90.3,3456,346,3.29,3.24,244,7245,5723 MARKET ST
Ford Expedition Limited w/ Special Edition Package,2021,1285700000,Xe nước ngoài,1,Suv-crossover,54691,Đen,Màu xám đất trung bình,6,ĐiệnLanh,Unknown,Số tự động,RFD - Dẫn động cầu sau,15,22,136.6,194.8,87.1,90.9,3330,214,3.51,3.74,203,6257,1475 Arrowhead Road
Acura MDX SH-AWD w/ A-Spec Package,2023,1274200000,Xe nước ngoài,1,Suv-crossover,7480,Gốm kim loại,Unknown,7,Điện2.0L,Unknown,Số tự động,RFD - Dẫn động cầu sau,15,22,135.4,190.9,97.4,73.5,3305,155,3.42,3.52,108,6049,1320 E Boulevard
Ford Bronco Badlands,2022,1021200000,Xe nước ngoài,1,Suv-crossover,6491,Silica trắng,Unknown,5,HybridLanh,Unknown,Số tự động,RFD - Dẫn động cầu sau,16,26,110.1,185.1,104.1,93.8,3350,241,3.73,3.22,291,6900,808 E LEWIS & CLARK PKWY
Chevrolet Corvette Grand Sport w/ 3LT Preferred Equipment Group,2013,1041877000,Xe nước ngoài,1,Convertible,59432,Giếng xanh,Unknown,4,Điện3.0L,Unknown,Số tự động,RFD - Dẫn động cầu sau,20,42,112.2,213.1,98.2,82.1,2874,160,3.06,3.88,149,5088,8880 BISCAYNE BLVD
Chevrolet Camaro SS,2021,576472000,Xe nước ngoài,1,Convertible,17075,Đua xe màu xanh,Unknown,4,Điện1.8L,Unknown,Số tự động,RFD - Dẫn động cầu sau,16,22,65.6,188.9,83.7,88.2,2555,330,3.92,3.72,211,7261,2404 Crain Highway
Ford Mustang GT w/ Equipment Group 301A,2014,451950000,Xe nước ngoài,1,Convertible,55062,Mica đen tuyền,Đen,4,Xăng Lanh,Unknown,Số tự động,RFD - Dẫn động cầu sau,16,26,53.2,218.2,86.2,85.3,3328,248,3.75,3.97,132,5891,6010 KENLEY LN
MAZDA MX-5 Miata Sport,2017,15639908000,Xe nước ngoài,1,Convertible,94490,Dino đỏ,Unknown,4,Điện2.0L,Unknown,Số tự động,FWD - Dẫn động cầu trước,14,22,1572,175,75.1,91.4,3210,322,3.59,4.05,180,5178,3978 Okeechobee Blvd
